,0
3904,1.2143
3905,1.2386
3906,0.5277
3907,0.2537
3908,2.4453
3909,3.3291
3910,1.2929
3911,1.2039
3912,2.4967
3913,1.3736
3914,2.6194
3915,1.1271
3916,3.2344
3917,2.1215
3918,0.1444
3919,2.5633
3920,0.7171
3921,2.5755
3922,1.7226
3923,2.7673
3924,0.4259
3925,3.3528
3926,3.1991
3927,3.0314
3928,1.4733
3929,0.1544
3930,1.3049
3931,3.4215
3932,2.3842
3933,0.0954
3934,2.8317
3935,0.8169
3936,0.3709
3937,3.4817
3938,0.3492
3939,1.4918
3940,0.6851
3941,2.1144
3942,0.177
3943,0.5931
3944,3.3595
3945,1.3931
3946,1.1616
3947,3.2348
3948,2.1239
3949,0.8299
3950,2.2533
3951,1.1442
3952,3.0524
3953,0.4396
3954,1.1734
3955,3.3211
3956,2.3133
3957,0.6429
3958,2.7546
3959,1.9243
3960,2.6655
3961,1.9777
3962,1.8598
3963,2.874
3964,2.9967
3965,0.9467
3966,1.961
3967,0.2873
3968,0.309
3969,1.9061
3970,2.656
3971,2.9106
3972,1.1744
3973,1.1775
3974,1.9938
3975,1.2547
3976,1.0753
3977,2.5342
3978,1.0033
3979,2.3693
3980,2.7262
3981,1.0597
3982,1.2235
3983,0.84
3984,1.2426
3985,1.8071
3986,1.2459
3987,3.2333
3988,1.5335
3989,0.9718
3990,0.4954
3991,2.0857
3992,0.9931
3993,2.0146
3994,3.3445
3995,1.0869
3996,2.3888
3997,0.4449
3998,2.508
3999,2.9599
4000,0.6521
4001,3.3038
4002,0.2444
4003,3.0056
4004,2.7445
4005,1.0451
4006,1.0009
4007,1.202
4008,1.5324
4009,3.163
4010,0.5232
4011,1.4114
4012,0.4851
4013,0.5307
4014,3.1033
4015,1.1325
4016,2.9859
4017,2.5996
4018,2.0083
4019,0.5136
4020,2.5419
4021,2.4576
4022,1.6856
4023,3.2371
4024,0.6391
4025,2.7162
4026,2.4454
4027,1.1771
4028,0.241
4029,0.8188
4030,0.3948
4031,2.0206
4032,2.3252
4033,1.0764
4034,1.4005
4035,1.9473
4036,2.4495
4037,2.7512
4038,3.3009
4039,0.7686
4040,2.0637
4041,0.1778
4042,2.683
4043,0.2893
4044,1.9687
4045,1.7917
4046,2.1315
4047,3.0326
4048,0.5376
4049,2.3174
4050,1.4628
4051,3.2121
4052,0.3863
4053,2.1087
4054,2.2786
4055,3.2362
4056,2.5196
4057,2.316
4058,0.3238
4059,3.2798
4060,1.1193
4061,1.0038
4062,2.1391
4063,2.1925
4064,0.4368
4065,2.7534
4066,0.6038
4067,0.9395
4068,0.7845
4069,1.9727
4070,1.3127
4071,1.8214
4072,0.6546
4073,3.1613
4074,0.6957
4075,3.435
4076,1.3201
4077,0.7092
4078,3.3598
4079,2.9768
4080,1.2131
4081,2.4403
4082,2.4322
4083,3.2679
4084,0.9101
4085,1.4743
4086,0.6904
4087,2.444
4088,2.4214
4089,0.3588
4090,2.1954
4091,3.3408
4092,2.6659
4093,3.1186
4094,3.1551
4095,2.8949
4096,1.4702
4097,3.0117
4098,0.6003
4099,1.7022
4100,2.3902
4101,0.0988
4102,0.6841
4103,1.722
4104,0.2648
4105,1.3359
4106,3.3245
4107,2.0557
4108,1.2882
4109,2.9779
4110,0.5425
4111,1.5625
4112,0.8727
4113,0.1232
4114,1.8204
4115,2.8499
4116,2.9152
4117,1.1283
4118,0.9325
4119,1.0631
4120,3.3681
4121,0.6216
4122,0.7268
4123,0.1839
4124,3.476
4125,1.8423
4126,0.4176
4127,2.2815
4128,1.472
4129,2.0129
4130,0.481
4131,1.0799
4132,2.1379
4133,3.0503
4134,0.7457
4135,1.1596
4136,0.297
4137,3.4721
4138,1.6357
4139,2.8356
4140,1.8542
4141,2.0237
4142,3.0516
4143,0.2588
4144,2.3591
4145,0.5127
4146,1.1963
4147,2.8729
4148,0.7207
4149,1.566
4150,1.322
4151,3.0823
4152,0.9007
4153,3.4386
4154,1.4308
4155,0.5548
4156,2.2414
4157,3.457
4158,2.9549
4159,0.2924
4160,0.6523
4161,0.6796
4162,3.3315
4163,3.1467
4164,0.8836
4165,1.9616
4166,3.2577
4167,0.1786
4168,0.3933
4169,3.1398
4170,3.3091
4171,2.0478
4172,0.406
4173,1.6036
4174,0.8281
4175,1.1096
4176,1.4984
4177,1.3557
4178,3.4806
4179,2.5865
4180,0.3013
4181,1.9091
4182,1.4204
4183,2.6487
4184,3.4046
4185,1.9858
4186,2.3957
4187,1.9787
4188,2.9706
4189,2.6185
4190,2.0582
4191,3.3261
4192,2.744
4193,3.2598
4194,2.7131
4195,2.2433
4196,0.8052
4197,3.1506
4198,0.4006
4199,2.2503
4200,0.4449
4201,2.35
4202,2.2425
4203,2.9658
4204,0.0126
4205,0.6523
4206,2.7737
4207,0.1293
4208,1.5183
4209,0.2447
4210,0.1009
4211,2.3575
4212,3.15
4213,0.2204
4214,1.2227
4215,1.1003
4216,3.0147
4217,1.6667
4218,2.5259
4219,3.0818
4220,0.5074
4221,0.764
4222,1.8924
4223,2.097
4224,0.3069
4225,2.855
4226,0.5328
4227,2.6028
4228,2.0815
4229,1.3048
4230,0.8328
4231,1.9853
4232,0.6837
4233,0.018
4234,1.4572
4235,1.5467
4236,1.8608
4237,3.0719
4238,1.5937
4239,0.759
4240,0.7974
4241,0.163
4242,2.5231
4243,3.426
4244,1.6035
4245,0.9963
4246,2.7011
4247,1.6581
4248,3.2109
4249,2.3969
4250,2.6567
4251,0.4272
4252,0.2281
4253,2.1837
4254,3.4128
4255,1.7708
4256,0.1205
4257,2.3716
4258,2.2841
4259,1.2243
4260,2.9379
4261,0.6572
4262,2.1028
4263,0.0974
4264,1.2208
4265,1.9182
4266,1.7898
4267,1.2177
4268,0.9349
4269,2.8377
4270,2.3367
4271,2.8195
4272,1.1058
4273,0.4609
4274,1.5627
4275,3.3691
4276,1.6009
4277,2.0426
4278,0.8482
4279,0.5125
4280,0.5923
4281,3.0657
4282,0.6365
4283,2.4814
4284,2.5747
4285,0.5523
4286,0.4084
4287,1.317
4288,0.905
4289,1.1306
4290,0.5122
4291,0.4506
4292,0.9872
4293,0.2582
4294,1.6785
4295,0.2603
4296,2.0038
4297,0.9825
4298,3.0186
4299,0.7304
4300,0.2912
4301,1.3807
4302,0.8413
4303,2.984
4304,1.5742
4305,2.7673
4306,1.2173
4307,0.1631
4308,2.8683
4309,1.8746
4310,3.1614
4311,1.0342
4312,2.6059
4313,1.6938
4314,1.4044
4315,3.4904
4316,3.0445
4317,0.1735
4318,0.4073
4319,1.9867
4320,2.0174
4321,2.2659
4322,1.8744
4323,2.8032
4324,0.0657
4325,0.2126
4326,0.5849
4327,2.906
4328,1.683
4329,0.3883
4330,2.7291
4331,0.2514
4332,2.4772
4333,2.6158
4334,2.3096
4335,2.2173
4336,1.7799
4337,1.3619
4338,1.4448
4339,2.7293
4340,0.1237
4341,1.1609
4342,3.3294
4343,2.8406
4344,3.0019
4345,2.6678
4346,1.717
4347,3.0947
4348,0.6659
4349,2.5085
4350,0.7982
4351,1.4376
4352,1.1818
4353,2.932
4354,0.6746
4355,2.3414
4356,1.9862
4357,1.6405
4358,2.4241
4359,3.1886
4360,3.11
4361,2.7538
4362,0.6905
4363,1.1252
4364,3.1989
4365,3.0852
4366,2.2822
4367,0.466
4368,3.3242
4369,2.3915
4370,2.0437
4371,1.3719
4372,1.6558
4373,0.7898
4374,2.9257
4375,1.8438
4376,0.4349
4377,1.4806
4378,2.0191
4379,1.7108
4380,2.3268
4381,3.045
4382,0.467
4383,0.4046
4384,2.9608
4385,0.2015
4386,2.7011
4387,0.6598
4388,0.2899
4389,1.3339
4390,3.4067
4391,2.2566
4392,2.4335
4393,0.8738
4394,0.5805
4395,0.1253
4396,0.6445
4397,3.3891
4398,2.1402
4399,3.4623
4400,0.6801
4401,0.5246
4402,3.1907
4403,1.9704
4404,0.3752
4405,1.121
4406,2.4697
4407,2.2261
4408,1.4938
4409,3.3109
4410,2.7246
4411,1.4068
4412,2.8178
4413,0.5595
4414,0.8655
4415,1.0844
4416,2.389
4417,1.7377
4418,1.7483
4419,0.5104
4420,1.6602
4421,0.4963
4422,2.4481
4423,0.3239
4424,1.9655
4425,3.4949
4426,0.2279
4427,0.6337
4428,2.729
4429,2.1025
4430,2.0458
4431,1.7601
4432,2.4022
4433,3.3467
4434,2.5399
4435,1.2166
4436,3.2924
4437,1.0741
4438,3.0984
4439,0.3469
4440,0.1728
4441,0.6606
4442,2.8257
4443,1.2183
4444,3.3085
4445,3.3179
4446,3.473
4447,0.8459
4448,2.5643
4449,0.053
4450,3.4976
4451,0.3897
4452,0.7274
4453,0.9136
4454,2.8157
4455,1.7658
4456,2.0802
4457,0.7113
4458,3.0178
4459,0.9252
4460,0.0931
4461,3.4352
4462,0.5666
4463,2.1766
4464,2.9515
4465,1.4965
4466,2.8066
4467,1.4724
4468,0.1201
4469,2.7551
4470,2.671
4471,2.3846
4472,2.5932
4473,3.4544
4474,2.7187
4475,0.345
4476,2.9462
4477,2.3098
4478,2.5078
4479,0.0306
4480,0.3632
4481,3.4583
4482,1.6334
4483,2.2271
4484,0.7153
4485,2.4858
4486,1.0174
4487,2.0563
4488,2.9772
4489,1.9644
4490,3.263
4491,0.0365
4492,0.4441
4493,1.9361
4494,1.1922
4495,2.8391
4496,2.656
4497,3.2202
4498,0.7945
4499,1.9179
4500,0.1237
4501,0.9885
4502,2.7587
4503,0.9055
4504,0.5011
4505,0.9561
4506,1.6283
4507,0.0379
4508,2.8341
4509,2.9904
4510,2.6087
4511,0.3723
4512,3.1684
4513,2.2804
4514,1.378
4515,2.6266
4516,1.3123
4517,1.3572
4518,2.625
4519,0.1574
4520,0.2706
4521,0.7092
4522,1.2881
4523,0.9485
4524,0.4662
4525,1.4611
4526,1.299
4527,3.4436
4528,1.0711
4529,1.8883
4530,2.2159
4531,1.7021
4532,2.9519
4533,1.7005
4534,2.7279
4535,1.3141
4536,1.6771
4537,1.1369
4538,1.8569
4539,0.0858
4540,1.4968
4541,0.5315
4542,1.3642
4543,1.8844
4544,1.172
4545,2.7065
4546,1.8631
4547,0.1174
4548,1.5984
4549,3.0482
4550,0.3286
4551,3.3418
4552,2.7661
4553,1.5705
4554,1.4528
4555,3.1501
4556,0.8135
4557,0.7672
4558,1.2995
4559,2.449
4560,1.8434
4561,0.048
4562,0.9422
4563,0.832
4564,1.2552
4565,3.0022
4566,0.1095
4567,3.4077
4568,0.6155
4569,0.7326
4570,0.9604
4571,0.8179
4572,2.4297
4573,1.3149
4574,2.9749
4575,0.9928
4576,1.1724
4577,1.2024
4578,1.6615
4579,2.994
4580,1.3762
4581,0.0148
4582,1.9816
4583,2.0685
4584,1.6329
4585,2.9719
4586,0.2141
4587,1.2363
4588,1.8238
4589,3.4425
4590,0.4133
4591,1.3324
4592,2.2663
4593,2.2686
4594,1.0495
4595,3.1851
4596,1.3534
4597,1.4333
4598,0.7974
4599,2.4933
4600,1.7724
4601,2.4479
4602,0.7556
4603,2.8986
4604,1.8461
4605,0.9101
4606,2.1892
4607,3.4166
4608,0.3761
4609,2.4135
4610,1.6954
4611,1.6056
4612,2.9786
4613,1.1766
4614,1.3666
4615,3.3052
4616,2.6159
4617,0.9045
4618,1.3576
4619,3.4313
4620,0.8234
4621,1.8227
4622,1.4407
4623,2.607
4624,1.8833
4625,1.355
4626,0.5886
4627,0.5786
4628,2.195
4629,0.2114
4630,3.0189
4631,2.9239
4632,0.177
4633,0.594
4634,2.4416
4635,0.1737
4636,0.8066
4637,2.1046
4638,2.3042
4639,3.3983
4640,2.3096
4641,0.3347
4642,1.5129
4643,0.7157
4644,0.3987
4645,1.5687
4646,0.8072
4647,1.5307
4648,3.454
4649,0.744
4650,1.7646
4651,2.1965
4652,1.2748
4653,2.125
4654,2.1373
4655,2.1273
4656,0.0181
4657,0.7617
4658,2.3172
4659,1.2519
4660,0.3978
4661,2.9952
4662,1.7652
4663,2.4117
4664,3.2638
4665,0.5108
4666,0.9245
4667,1.7552
4668,2.4144
4669,0.4345
4670,2.506
4671,2.6267
4672,3.4739
4673,3.0998
4674,2.3781
4675,2.6449
4676,1.4143
4677,3.1183
4678,2.8406
4679,1.5591
4680,3.0072
4681,0.0133
4682,0.5291
4683,1.8695
4684,0.0238
4685,0.192
4686,2.7525
4687,2.1156
4688,0.1974
4689,1.6549
4690,1.5169
4691,2.1072
4692,3.4778
4693,1.5651
4694,0.6552
4695,2.0215
4696,1.2728
4697,0.9475
4698,2.2773
4699,3.3608
4700,1.9787
4701,1.1161
4702,3.437
4703,2.543
4704,2.1767
4705,1.7681
4706,0.0204
4707,1.2143
4708,1.366
4709,0.4908
4710,1.0583
4711,0.75
4712,1.904
4713,0.4399
4714,1.2262
4715,3.2965
4716,0.56
4717,0.6599
4718,1.8174
4719,3.4649
4720,1.1185
4721,3.4797
4722,0.7279
4723,3.1727
4724,1.2783
4725,0.8672
4726,1.8114
4727,1.4631
4728,0.3616
4729,1.1506
4730,2.8669
4731,1.9999
4732,1.3276
4733,0.499
4734,0.5723
4735,2.7156
4736,2.9178
4737,1.9481
4738,1.0354
4739,2.1657
4740,3.4915
4741,2.8381
4742,3.4951
4743,0.1003
4744,2.9221
4745,1.1773
4746,1.9753
4747,1.3425
4748,0.4165
4749,1.9576
4750,2.4806
4751,3.1406
4752,1.4516
4753,0.7573
4754,1.3536
4755,0.2965
4756,1.8426
4757,0.3223
4758,1.3608
4759,3.0813
4760,1.2533
4761,1.6405
4762,2.6282
4763,2.8195
4764,2.4698
4765,1.8156
4766,0.5661
4767,1.889
4768,0.9691
4769,2.1061
4770,1.5494
4771,2.1195
4772,1.5466
4773,2.3708
4774,2.7166
4775,1.1297
4776,1.6206
4777,0.0569
4778,0.663
4779,1.4902
4780,2.0452
4781,2.6591
4782,0.583
4783,1.4668
4784,0.3602
4785,2.246
4786,2.3312
4787,1.6724
4788,2.2451
4789,0.8136
4790,1.1208
4791,3.0893
4792,1.3742
4793,3.321
4794,1.1306
4795,3.0823
4796,2.1452
4797,2.7485
4798,3.4474
4799,1.0881
4800,3.4653
4801,0.1437
4802,2.8662
4803,1.0007
4804,0.5046
4805,0.6712
4806,1.1522
4807,1.568
4808,2.7369
4809,2.3347
4810,1.6595
4811,1.1234
4812,1.5215
4813,1.0422
4814,1.2321
4815,0.5228
4816,3.1217
4817,2.5344
4818,1.5324
4819,2.0993
4820,2.1781
4821,0.4537
4822,1.2806
4823,2.6437
4824,0.4125
4825,2.9339
4826,1.7786
4827,0.7613
4828,0.3592
4829,2.841
4830,3.0229
4831,0.2936
4832,1.5525
4833,2.6745
4834,0.4613
4835,3.4783
4836,0.5202
4837,0.5824
4838,3.2978
4839,2.5169
4840,0.6972
4841,0.7347
4842,3.4688
4843,1.1157
4844,3.3082
4845,2.7601
4846,2.2939
4847,2.5755
4848,1.3911
4849,1.6176
4850,0.6949
4851,1.7582
4852,0.3062
4853,3.3487
4854,2.7594
4855,2.6325
4856,3.3682
4857,1.3275
4858,0.6119
4859,0.9145
4860,2.3341
4861,0.8923
4862,1.9181
4863,0.3282
4864,3.0524
4865,1.2979
4866,0.3127
4867,1.7322
4868,2.8678
4869,0.9834
4870,3.0948
4871,3.3039
4872,2.1129
4873,0.0124
4874,1.1496
4875,3.4765
4876,1.3525
4877,1.9941
4878,1.8449
4879,2.755
4880,2.0462
4881,0.318
4882,1.231
4883,3.3498
4884,3.2098
4885,3.2655
4886,2.1745
4887,0.0995
4888,1.3663
4889,0.5177
4890,0.1254
4891,0.8164
4892,3.3709
4893,0.444
4894,2.7709
4895,1.0155
4896,2.8091
4897,0.3784
4898,3.2194
4899,1.4841
4900,3.2611
4901,2.5367
4902,2.197
4903,0.0352
4904,3.1255
4905,2.5908
4906,3.4389
4907,1.9701
4908,0.831
4909,1.5508
4910,2.0485
4911,1.4514
4912,2.4988
4913,3.3836
4914,1.3252
4915,0.2287
4916,1.549
4917,1.9687
4918,1.3285
4919,1.7178
4920,0.0495
4921,2.7847
4922,2.4221
4923,0.3162
4924,3.4186
4925,1.8828
4926,1.964
4927,2.0166
4928,1.1909
4929,2.7214
4930,2.3622
4931,1.7699
4932,1.9643
4933,0.7586
4934,0.8375
4935,0.6739
4936,3.2484
4937,0.0935
4938,3.322
4939,1.3939
4940,2.0476
4941,1.99
4942,0.5226
4943,1.901
4944,1.0971
4945,1.2582
4946,2.7894
4947,0.0451
4948,2.2439
4949,0.4648
4950,2.0575
4951,2.3714
4952,1.5302
4953,2.696
4954,1.7909
4955,1.3941
4956,1.6049
4957,0.6697
4958,2.1031
4959,1.7817
4960,2.1192
4961,3.06
4962,2.4832
4963,1.2257
4964,2.8166
4965,0.3738
4966,1.0503
4967,0.0198
4968,1.8062
4969,0.7242
4970,3.4819
4971,3.4397
4972,2.8608
4973,0.8644
4974,2.8591
4975,2.0848
4976,1.9622
4977,0.4207
4978,2.356
4979,3.4543
4980,1.6273
4981,0.9229
4982,2.0261
4983,1.4861
4984,3.2323
4985,1.7199
4986,0.6395
4987,2.1384
4988,3.0331
4989,0.8619
4990,2.6908
4991,1.6842
4992,0.442
4993,0.9733
4994,0.3204
4995,1.4775
4996,1.9391
4997,1.1733
4998,1.8762
4999,0.517
5000,0.1361
5001,1.3731
5002,3.3125
5003,2.3356
5004,1.6837
5005,2.7846
5006,2.5636
5007,0.2034
5008,1.3419
5009,3.1035
5010,1.287
5011,0.9223
5012,2.5058
5013,0.7813
5014,3.4541
5015,2.7727
5016,2.2876
5017,1.4207
5018,0.2037
5019,3.4648
5020,2.6182
5021,0.7617
5022,3.3231
5023,0.8794
5024,2.5399
5025,1.1293
5026,3.1871
5027,3.2151
5028,0.2948
5029,0.6223
5030,3.1908
5031,2.3618
5032,2.5494
5033,3.1794
5034,1.0153
5035,3.1521
5036,1.9029
5037,0.5253
5038,2.1864
5039,2.7793
5040,1.0765
5041,1.8896
5042,1.26
5043,3.0582
5044,1.6891
5045,2.0135
5046,0.3276
5047,1.3604
5048,0.4686
5049,1.7063
5050,0.6966
5051,0.6855
5052,3.2341
5053,0.1648
5054,1.997
5055,2.277
5056,3.0096
5057,3.1645
5058,3.4924
5059,0.8444
5060,0.3997
5061,3.065
5062,1.1185
5063,0.6004
5064,0.8561
5065,0.8253
5066,2.4397
5067,2.2179
5068,2.6439
5069,0.6906
5070,2.6951
5071,1.5092
5072,3.2051
5073,1.1206
5074,3.0369
5075,2.3796
5076,3.0788
5077,0.0116
5078,2.0084
5079,2.5983
5080,0.3045
5081,2.8847
5082,0.0383
5083,1.2272
5084,2.0921
5085,1.7215
5086,2.4568
5087,1.7222
5088,0.8749
5089,2.0804
5090,2.1642
5091,3.4193
5092,0.1087
5093,0.7097
5094,0.737
5095,0.6141
5096,2.3022
5097,2.64
5098,1.0435
5099,2.6271
5100,1.7092
5101,1.343
5102,1.136
5103,2.7561
5104,0.6573
5105,2.1886
5106,3.4188
5107,2.2546
5108,0.6839
5109,2.8718
5110,1.3918
5111,0.1311
5112,0.7978
5113,1.9125
5114,2.6941
5115,2.6515
5116,3.2928
5117,2.8236
5118,1.7296
5119,2.1385
5120,2.1088
5121,0.7046
5122,1.0957
5123,1.3142
5124,3.3359
5125,2.577
5126,1.1793
5127,0.7128
5128,3.1921
5129,3.1831
5130,2.9383
5131,1.8734
5132,2.6916
5133,0.5652
5134,1.8063
5135,1.1852
5136,1.3856
5137,2.7522
5138,3.0228
5139,0.1941
5140,1.0542
5141,1.1367
5142,0.7284
5143,3.0405
5144,2.2201
5145,1.9295
5146,2.6934
5147,2.1413
5148,3.1341
5149,1.4976
5150,1.0802
5151,0.132
5152,0.741
5153,3.2904
5154,3.0937
5155,0.3267
5156,0.2921
5157,3.2421
5158,0.6497
5159,2.8006
5160,0.4223
5161,0.7721
5162,3.256
5163,0.0505
5164,0.3172
5165,1.1902
5166,1.7233
5167,2.107
5168,1.8754
5169,2.4105
5170,2.3298
5171,0.6603
5172,1.4334
5173,2.0501
5174,1.5525
5175,0.6106
5176,2.7358
5177,0.1369
5178,1.4675
5179,1.5009
5180,0.0934
5181,2.6227
5182,0.3668
5183,2.0881
5184,0.5329
5185,0.751
5186,1.1019
5187,1.9356
5188,3.1216
5189,0.0142
5190,0.2355
5191,0.5644
5192,0.0989
5193,2.2646
5194,1.7589
5195,0.7919
5196,1.7032
5197,0.0557
5198,3.2266
5199,1.2169
5200,2.6539
5201,2.1833
5202,3.0746
5203,1.3496
5204,1.512
5205,1.0114
5206,2.6171
5207,1.4759
5208,1.1902
5209,2.3249
5210,2.6397
5211,0.0985
5212,1.6897
5213,1.5983
5214,1.8013
5215,1.4082
5216,2.972
5217,2.2477
5218,1.5213
5219,0.1807
5220,1.1875
5221,0.0905
5222,1.269
5223,0.5996
5224,2.5475
5225,0.6726
5226,3.497
5227,3.4386
5228,0.0967
5229,0.7312
5230,2.7177
5231,3.3537
5232,0.5602
5233,3.0958
5234,0.1585
5235,1.1746
5236,1.9239
5237,1.5075
5238,0.7181
5239,0.5802
5240,2.4836
5241,1.7903
5242,1.298
5243,2.0931
5244,0.0952
5245,2.7859
5246,1.1966
5247,2.952
5248,2.1078
5249,0.0249
5250,3.3301
5251,1.385
5252,1.1622
5253,0.1339
5254,1.6516
5255,1.9399
5256,0.1335
5257,0.298
5258,2.9593
5259,2.9439
5260,0.4811
5261,1.1014
5262,0.5411
5263,3.2526
5264,2.724
5265,1.2931
5266,2.2656
5267,1.4109
5268,2.5748
5269,0.7441
5270,1.7372
5271,3.022
5272,0.2524
5273,0.6151
5274,1.9878
5275,3.1633
5276,1.6001
5277,0.0389
5278,2.1979
5279,1.0
5280,2.8676
5281,3.2056
5282,0.7852
5283,1.7936
5284,2.7189
5285,1.9871
5286,3.2302
5287,3.388
5288,0.6023
5289,0.014
5290,1.5153
5291,2.6626
5292,2.684
5293,0.868
5294,2.6345
5295,1.4918
5296,0.3443
5297,3.2776
5298,0.5119
5299,2.4798
5300,3.3859
5301,0.1634
5302,0.8463
5303,1.6025
5304,0.0335
5305,2.9542
5306,0.551
5307,1.7513
5308,0.9849
5309,2.5301
5310,1.4416
5311,1.2586
5312,0.2722
5313,2.8143
5314,1.1337
5315,1.9493
5316,1.7357
5317,0.8557
5318,3.3697
5319,2.9715
5320,1.7967
5321,0.0432
5322,1.8423
5323,2.5178
5324,0.7481
5325,3.3254
5326,1.305
5327,2.2785
5328,0.0911
5329,3.413
5330,2.0669
5331,1.6922
5332,3.4742
5333,1.8701
5334,2.7956
5335,2.3106
5336,0.7277
5337,1.2193
5338,0.8548
5339,1.8849
5340,3.3157
5341,0.4819
5342,0.787
5343,1.9001
5344,1.4363
5345,2.8218
5346,1.1271
5347,2.1534
5348,0.5778
5349,2.0703
5350,0.5863
5351,1.7391
5352,1.8364
5353,2.2881
5354,0.7493
5355,3.439
5356,2.9083
5357,1.9848
5358,3.1161
5359,0.3903
5360,1.3001
5361,3.4323
5362,2.6721
5363,0.2679
5364,2.1785
5365,2.1617
5366,2.167
5367,1.5676
5368,1.792
5369,1.0033
5370,0.5722
5371,2.7859
5372,1.2008
5373,0.5699
5374,3.0953
5375,2.7783
5376,2.4661
5377,1.0624
5378,1.2432
5379,2.2619
5380,2.5165
5381,1.8037
5382,0.9875
5383,2.5194
5384,1.2334
5385,0.5132
5386,2.7219
5387,0.4309
5388,1.1323
5389,1.9061
5390,0.1515
5391,2.9974
5392,0.3871
5393,3.497
5394,0.9498
5395,3.211
5396,1.8047
5397,1.1859
5398,2.1742
5399,0.1463
5400,1.0376
5401,3.0196
5402,3.4922
5403,2.9544
5404,3.2861
5405,1.8829
5406,2.3979
5407,0.0412
5408,0.1997
5409,0.3424
5410,0.5758
5411,3.1411
5412,0.9271
5413,2.4922
5414,2.4662
5415,0.7939
5416,0.6529
5417,2.2189
5418,1.2272
5419,1.8767
5420,0.3715
5421,0.7282
5422,1.1931
5423,0.3283
5424,2.3962
5425,1.0257
5426,0.6704
5427,0.8849
5428,0.1606
5429,2.5676
5430,1.6582
5431,0.286
5432,0.3422
5433,2.9889
5434,2.0678
5435,2.8911
5436,3.4653
5437,2.8258
5438,0.2815
5439,3.24
5440,1.3259
5441,1.8418
5442,0.4225
5443,3.0432
5444,2.4074
5445,3.4157
5446,3.0247
5447,1.7315
5448,0.7466
5449,1.755
5450,2.1721
5451,0.3095
5452,1.958
5453,2.7942
5454,0.1239
5455,0.3932
5456,2.6935
5457,2.5147
5458,1.5923
5459,2.7927
5460,0.4162
5461,3.0333
5462,3.1606
5463,0.8171
5464,2.9005
5465,2.0945
5466,3.2012
5467,0.8876
5468,3.1727
5469,1.1167
5470,1.2337
5471,1.6951
5472,2.0977
5473,1.3904
5474,0.1795
5475,0.1811
5476,0.3015
5477,3.0293
5478,1.2141
5479,0.3973
5480,0.4312
5481,0.6508
5482,2.8064
5483,1.4221
5484,0.0678
5485,1.1383
5486,1.5537
5487,2.3295
5488,2.1753
5489,3.4654
5490,0.8168
5491,2.6173
5492,0.5462
5493,0.0998
5494,3.1306
5495,0.8028
5496,3.1372
5497,1.3402
5498,1.6274
5499,3.1832
5500,3.0508
5501,1.5992
5502,1.2977
5503,0.9455
5504,1.5542
5505,0.7509
5506,3.3523
5507,3.3555
5508,1.7061
5509,2.1914
5510,0.1308
5511,0.3539
5512,2.13
5513,1.0713
5514,0.3805
5515,1.2768
5516,3.1622
5517,2.3572
5518,2.3133
5519,1.3344
5520,0.2606
5521,2.6093
5522,2.5174
5523,2.5793
5524,0.0685
5525,0.6557
5526,0.5991
5527,2.6897
5528,2.8139
5529,0.3858
5530,1.2789
5531,1.237
5532,2.8628
5533,2.5259
5534,1.7425
5535,2.7862
5536,1.0057
5537,0.5284
5538,3.3551
5539,0.8531
5540,0.96
5541,2.5389
5542,1.1915
5543,1.9266
5544,1.2039
5545,0.6548
5546,1.7986
5547,0.9724
5548,2.4942
5549,0.9642
5550,0.4441
5551,2.2161
5552,3.0854
5553,0.0443
5554,2.5517
5555,1.3024
5556,1.8466
5557,1.4169
5558,0.7421
5559,3.0847
5560,0.8357
5561,1.7096
5562,1.2323
5563,1.6771
5564,1.5093
5565,0.4782
5566,0.0128
5567,0.2566
5568,2.4903
5569,1.7908
5570,2.4078
5571,1.1775
5572,0.1084
5573,1.7801
5574,0.8832
5575,1.2361
5576,1.4752
5577,0.9206
5578,3.4422
5579,2.0514
5580,0.6281
5581,1.4585
5582,3.4629
5583,2.1053
5584,0.7675
5585,3.2797
5586,2.1893
5587,2.7789
5588,3.2726
5589,2.1155
5590,2.9938
5591,2.4534
5592,0.2317
5593,3.3818
5594,0.7435
5595,2.0383
5596,1.481
5597,2.7253
5598,0.5044
5599,2.2085
5600,0.2477
5601,0.3498
5602,1.697
5603,1.1249
5604,0.297
5605,0.0374
5606,2.799
5607,3.2143
5608,1.7832
5609,0.3317
5610,0.0797
5611,0.5506
5612,2.0699
5613,0.3741
5614,2.8501
5615,0.5185
5616,2.6975
5617,0.2178
5618,2.6981
5619,2.453
5620,3.2601
5621,2.4423
5622,0.0743
5623,0.2988
5624,1.5203
5625,0.3239
5626,0.639
5627,1.4143
5628,1.9852
5629,1.4276
5630,2.8831
5631,1.3935
5632,1.1216
5633,0.2874
5634,0.5886
5635,0.1249
5636,2.0182
5637,1.1651
5638,0.3334
5639,2.0257
5640,3.0984
5641,2.9803
5642,2.0046
5643,0.182
5644,1.7875
5645,1.6284
5646,0.7396
5647,0.5346
5648,0.8556
5649,0.0556
5650,2.4349
5651,2.2166
5652,2.1526
5653,1.7069
5654,2.3997
5655,1.7453
5656,3.4944
5657,1.2431
5658,0.9547
5659,2.2888
5660,1.2978
5661,2.6925
5662,2.2661
5663,1.0842
5664,3.2703
5665,2.3764
5666,2.9669
5667,1.5626
5668,0.5469
5669,2.8743
5670,3.3571
5671,0.0332
